"msg_code","vendor_msg_class","vendor_text_msg","vendor_text_msg_description","vendor_severity"
"11520","EAP","Prepared EAP-Failure for inner EAP method","Created an EAP-Failure packet, for encapsulation within the outer EAP method's outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"11521","EAP","Prepared EAP-Request/Identity for inner EAP method","Created an EAP-Request/Identity packet, for encapsulation within the outer EAP method's outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"11522","EAP","Extracted EAP-Response/Identity for inner EAP method","From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response/Identity packet for the inner EAP method.","Info"
"11523","EAP","Invalid or unexpected inner-EAP payload received","Internal error, possibly in the supplicant: failed to validate an EAP inner-method payload.","Warn"
"11524","EAP","Invalid inner-EAP payload","Internal error, possibly in the supplicant: failed to validate an EAP inner-method payload.","Warn"
"11800","EAP","Prepared EAP-Request proposing EAP-MSCHAP with challenge","Created an EAP-Request packet proposing to use the EAP-MSCHAP protocol, and also providing an MSCHAP challenge, for attachment to a RADIUS message. The EAP-MSCHAP protocol was proposed because it was one of the EAP-based protocols allowed in Allowed Protocols.","Info"
"11801","EAP","Extracted EAP-Response/NAK requesting to use EAP-MSCHAP instead","Extracted from the RADIUS message an EAP-Response/NAK packet, rejecting the previously-proposed EAP-based protocol, and requesting to use EAP-MSCHAP instead, per the configuration of the client's supplicant.","Info"
"11802","EAP","Extracted EAP-Response containing EAP-MSCHAP challenge-response and accepting EAP-MSCHAP as negotiated","Extracted from the RADIUS message an EAP-Response packet containing an EAP-MSCHAP challenge-response, and accepting EAP-MSCHAP as negotiated.","Info"
"11803","EAP","Failed to negotiate EAP because EAP-MSCHAP not allowed in the Allowed Protocols","The client's supplicant sent an EAP-Response/NAK packet rejecting the previously-proposed EAP-based protocol, and requesting to use EAP-MSCHAP instead. However, EAP-MSCHAP is not allowed in Allowed Protocols.","Warn"
"11804","EAP","Extracted EAP-Response containing MSCHAP challenge-response","Continuing the EAP-MSCHAP protocol; processing the EAP-MSCHAP challenge-response in the extracted EAP-Response.","Info"
"11805","EAP","Prepared EAP-Request with another EAP-MSCHAP challenge","As part of the continuation of the EAP-MSCHAP protocol, created an EAP-Request packet containing another EAP-MSCHAP challenge, for attachment to a RADIUS message.","Info"
"11806","EAP","Prepared EAP-Request for inner method proposing EAP-MSCHAP with challenge","Created an EAP-Request packet proposing to use the EAP-MSCHAP protocol for the inner method, and also providing an MSCHAP challenge, for attachment to a RADIUS message. The EAP-MSCHAP protocol was proposed because it was one of the EAP-based protocols allowed in Allowed Protocols.","Info"
"11807","EAP","Extracted EAP-Response/NAK for inner method requesting to use EAP-MSCHAP instead","From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response/NAK packet, rejecting the EAP-based protocol previously proposed for the inner method, and requesting to use EAP-MSCHAP instead, per the configuration of the client's supplicant.","Info"
"11808","EAP","Extracted EAP-Response containing EAP-MSCHAP challenge-response for inner method and accepting EAP-MSCHAP as negotiated","From the EAP-Response packet encountered in the outer EAP method, extracted an EAP-Response packet containing an EAP-MSCHAP challenge-response, and accepting EAP-MSCHAP as negotiated for the inner method.","Info"
"11809","EAP","Failed to negotiate EAP for inner method because EAP-MSCHAP not allowed in the Allowed Protocols","The client's supplicant sent an EAP-Response/NAK packet rejecting the EAP-based protocol previously proposed for the inner method, and requesting to use EAP-MSCHAP instead. However, EAP-MSCHAP is not allowed in Allowed Protocols.","Warn"
"11810","EAP","Extracted EAP-Response for inner method containing MSCHAP challenge-response","Continuing the inner EAP-MSCHAP protocol; processing the EAP-MSCHAP challenge-response in the extracted EAP-Response.","Info"
"11811","EAP","Prepared EAP-Request for inner method with another EAP-MSCHAP challenge","As part of the continuation of the inner EAP-MSCHAP protocol, created an EAP-Request packet containing another EAP-MSCHAP challenge, for encapsulation within the outer EAP method's outgoing EAP-Request packet, and for ultimate attachment to a RADIUS message.","Info"
"11812","EAP","EAP-MSCHAP authentication succeeded","EAP-MSCHAP authentication succeeded.","Info"
"11813","EAP","EAP-MSCHAP authentication failed","EAP-MSCHAP authentication failed.","Info"
"11814","EAP","Inner EAP-MSCHAP authentication succeeded","EAP-MSCHAP authentication for the inner EAP method succeeded.","Info"
"11815","EAP","Inner EAP-MSCHAP authentication failed","EAP-MSCHAP authentication for the inner EAP method failed.","Info"
"11816","EAP","MSCHAP username doesn't match inner method EAP-Response/Identity","The MSCHAP username does not match the username received in the inner method EAP-Response/Identity packet. One possible reason might be that the client's supplicant is preconfigured with another username not matching that entered by the user.","Warn"
"11817","EAP","Internal error - invalid EAP-MSCHAP state","Internal error - invalid EAP-MSCHAP state.","Warn"
"11818","EAP","Failed to parse EAP-MSCHAP packet","Failed to parse EAP-MSCHAP packet.","Info"
"11819","EAP","Received EAP-MSCHAP packet with invalid argument","Received EAP-MSCHAP packet with invalid argument.","Info"
"11821","EAP","EAP-MSCHAP password change attempt failed","The attempt to change the password failed because password change for the MS-CHAPv2 inner method is not enabled in Allowed Protocols.","Info"
"11822","EAP","EAP-MSCHAP password change attempt passed","The attempt to change the EAP-MSCHAP password passed.","Debug"
"11823","EAP","EAP-MSCHAP authentication attempt failed","EAP-MSCHAP authentication attempt failed.","Info"
"11824","EAP","EAP-MSCHAP authentication attempt passed","EAP-MSCHAP authentication attempt passed.","Debug"
"11825","EAP","MSCHAP inner method username is missing","The username received in the inner method EAP-Response/Identity packet was empty. One possible reason might be that the user did not enter a username.","Warn"
"12000","EAP","Prepared EAP-Request proposing EAP-MD5 with challenge","Created an EAP-Request packet proposing to use the EAP-MD5 protocol, and also providing an EAP-MD5 challenge, for attachment to a RADIUS message. The EAP-MD5 protocol was proposed because it was one of the EAP-based protocols allowed in Allowed Protocols.","Info"
"12001","EAP","Extracted EAP-Response/NAK requesting to use EAP-MD5 instead","Extracted from the RADIUS message an EAP-Response/NAK packet, rejecting the previously-proposed EAP-based protocol, and requesting to use EAP-MD5 instead, per the configuration of the client's supplicant.","Info"
"12002","EAP","Extracted EAP-Response containing EAP-MD5 challenge-response and accepting EAP-MD5 as negotiated","Extracted from the RADIUS message an EAP-Response packet containing an EAP-MD5 challenge-response, and accepting EAP-MD5 as negotiated.","Info"
"12003","EAP","Failed to negotiate EAP because EAP-MD5 not allowed in the Allowed Protocols","The client's supplicant sent an EAP-Response/NAK packet rejecting the previously-proposed EAP-based protocol, and requesting to use EAP-MD5 instead. However, EAP-MD5 is not allowed in Allowed Protocols.","Warn"
